Total Operating Hours,Total Employees,Number of Operating Fleets,Ridership,Service Area Population,Service Area Sq Miles,Primary UZA Area Sq Miles,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal),Compressed Natural Gas (gal),Bio Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kWh),Electric Battery (kWh),Total Diesel (gal),Total kWh,Cluster_DBSCAN,Cluster_GMM,Cluster_Spectral,Cluster_KMeans
0.0,176.0,116.0,2308437.0,361904.0,102.0,397.29,510885.0,5248.0,0.0,0.0,0.0,0.0,0.0,108587.0,516133.0,108587.0,0,0,5,0
0.0,170.0,154.0,3277507.0,240110.0,105.0,145.79,0.0,115841.0,0.0,0.0,512999.0,0.0,0.0,13400.0,628840.0,13400.0,0,0,3,0
0.0,209.97,122.0,2185898.0,102334.0,69.0,66.87,0.0,27246.0,0.0,0.0,382264.0,0.0,0.0,298264.0,409510.0,298264.0,0,0,3,0
0.0,165.53,536.0,4132760.0,292211.0,2079.0,62.01,293649.0,156455.0,0.0,0.0,0.0,0.0,0.0,45570.0,450104.0,45570.0,0,3,0,0
0.0,143.66,78.0,1462776.0,529532.0,43.0,1636.83,0.0,0.0,0.0,642723.0,0.0,0.0,0.0,41109.0,642723.0,41109.0,0,0,1,0
0.0,153.0,41.0,1604285.0,281327.0,133.0,397.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,143.0,98.0,2207225.0,399710.0,743.0,404.28,341739.0,48190.0,0.0,0.0,0.0,0.0,0.0,0.0,389929.0,0.0,0,0,4,0
0.0,155.42,55.0,2428367.0,9908805.0,1215.0,3248.12,428924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428924.0,0.0,-1,3,1,0
0.0,160.13,156.0,2647784.0,108660.0,197.0,32.6,139295.0,158398.0,0.0,0.0,0.0,0.0,0.0,1065280.0,297693.0,1065280.0,0,0,5,0
0.0,161.85,248.0,2642247.0,120378.0,46.0,134.86,35920.0,47779.0,0.0,523332.0,9284.0,0.0,0.0,192714.0,616315.0,192714.0,0,0,5,0
0.0,178.0,26.0,194930.0,2390000.0,3500.0,763.6,1609541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609541.0,0.0,0,3,0,0
0.0,120.5,146.0,2202203.0,291082.0,99.0,94.17,55173.0,22612.0,0.0,248974.0,0.0,0.0,0.0,247712.0,326759.0,247712.0,0,0,5,0
0.0,141.0,88.0,2549972.0,178281.0,902.0,92.92,312972.0,90030.0,0.0,0.0,0.0,0.0,0.0,0.0,403002.0,0.0,0,0,4,0
0.0,130.86,147.0,2168326.0,285526.0,156.0,133.81,316219.0,99282.0,0.0,0.0,0.0,0.0,0.0,0.0,415501.0,0.0,0,0,4,0
0.0,155.5,84.0,1625002.0,110629.0,34.0,982.52,228348.0,60534.0,0.0,0.0,0.0,0.0,0.0,705874.0,288882.0,705874.0,0,0,5,0
0.0,157.46,124.0,2059042.0,295020.0,56.0,162.16,107214.0,118903.0,0.0,179645.0,0.0,0.0,0.0,0.0,405762.0,0.0,0,0,4,0
0.0,124.0,34.0,1292729.0,5443000.0,2898.0,3248.12,772193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772193.0,0.0,0,3,1,0
0.0,154.5,258.0,3178995.0,622159.0,1557.0,250.55,510625.0,74225.0,0.0,0.0,0.0,0.0,0.0,0.0,584850.0,0.0,0,0,0,0
0.0,147.0,288.0,1957332.0,214437.0,170.0,162.16,83283.0,83222.0,0.0,163207.0,0.0,0.0,0.0,0.0,329712.0,0.0,0,0,4,0
0.0,136.6,321.0,5223911.0,517423.0,610.0,404.28,438736.0,275188.0,0.0,0.0,0.0,0.0,0.0,0.0,713924.0,0.0,0,0,6,0
0.0,127.88,84.0,2051371.0,584067.0,747.0,968.94,313567.0,72142.0,0.0,0.0,0.0,0.0,0.0,0.0,385709.0,0.0,0,0,4,0
0.0,190.0,3.0,71640.0,332641.0,1187.0,162.87,870031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870031.0,0.0,0,3,2,0
0.0,235.0,4.0,162994.0,210049.0,394.0,341.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,130.8,130.0,2442883.0,395745.0,164.0,226.84,257872.0,107903.0,0.0,0.0,0.0,0.0,0.0,461957.0,365775.0,461957.0,0,0,5,0
0.0,140.0,110.0,1919629.0,134333.0,74.0,68.74,57877.0,443.0,0.0,398384.0,0.0,0.0,0.0,0.0,456704.0,0.0,0,0,2,0
0.0,117.75,108.0,2408709.0,426657.0,331.0,195.96,309182.0,91134.0,0.0,0.0,0.0,0.0,0.0,0.0,400316.0,0.0,0,0,4,0
0.0,135.53,138.0,1727352.0,110606.0,29.0,53.97,32655.0,0.0,0.0,354357.0,0.0,0.0,0.0,0.0,387012.0,0.0,0,0,2,0
0.0,141.0,135.0,1707653.0,131416.0,46.0,50.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,82.0,33.0,1535904.0,1246231.0,2898.0,3248.12,283362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283362.0,0.0,0,3,0,0
0.0,164.0,180.0,614734.0,1415900.0,1192.0,519.3,0.0,62827.0,0.0,0.0,0.0,0.0,0.0,675.0,62827.0,675.0,0,0,1,0
0.0,132.0,146.0,2760716.0,296066.0,668.0,906.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,152.81,60.0,1210726.0,816700.0,88.0,1636.83,0.0,240109.0,0.0,185437.0,0.0,0.0,0.0,26885.0,425546.0,26885.0,0,0,6,0
0.0,168.7,264.0,2602386.0,104135.0,92.0,25.92,0.0,50827.0,0.0,452565.0,0.0,0.0,0.0,0.0,503392.0,0.0,0,0,2,0
0.0,134.24,276.0,2500536.0,116627.0,760.0,30.66,249126.0,30297.0,85292.0,0.0,0.0,0.0,0.0,0.0,364715.0,0.0,0,0,2,0
0.0,136.54,171.0,1333192.0,118325.0,45.0,397.29,159833.0,94799.0,0.0,0.0,0.0,0.0,0.0,0.0,254632.0,0.0,0,0,4,0
0.0,138.6,46.0,1409042.0,66641.0,12.0,143.45,305323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305323.0,0.0,0,0,4,0
0.0,96.0,112.0,1736349.0,154346.0,68.0,147.93,0.0,49471.0,0.0,275721.0,50683.0,0.0,0.0,0.0,375875.0,0.0,0,0,4,0
0.0,124.4,80.0,1842150.0,279469.0,123.0,163.6,0.0,25049.0,0.0,0.0,294406.0,0.0,0.0,0.0,319455.0,0.0,0,0,3,0
0.0,129.0,10.0,681186.0,746093.0,2596.0,79.39,224373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224373.0,0.0,0,3,0,0
0.0,239.75,82.0,1149382.0,73554.0,34.0,33.98,243455.0,20281.0,0.0,0.0,0.0,0.0,0.0,119732.0,263736.0,119732.0,0,0,5,0
0.0,120.0,90.0,1666100.0,173199.0,78.0,63.02,30614.0,34453.0,0.0,231869.0,0.0,0.0,0.0,0.0,296936.0,0.0,0,0,4,0
0.0,109.75,138.0,1412098.0,133472.0,688.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,122.0,50.0,1409243.0,205764.0,135.0,145.1,34947.0,161008.0,0.0,0.0,0.0,0.0,0.0,0.0,195955.0,0.0,0,0,6,0
0.0,259.0,7.0,143935.0,3658455.0,776.0,3248.12,1701973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701973.0,0.0,0,3,1,0
0.0,105.0,82.0,2407592.0,132259.0,43.0,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,114.0,96.0,1832552.0,104777.0,476.0,24.56,310801.0,54399.0,0.0,0.0,0.0,0.0,0.0,186344.0,365200.0,186344.0,0,0,5,0
0.0,156.0,51.0,1992352.0,451486.0,197.0,298.01,0.0,254935.0,0.0,0.0,0.0,0.0,0.0,0.0,254935.0,0.0,0,0,6,0
0.0,145.1,240.0,1454353.0,169810.0,54.0,117.98,0.0,0.0,20190.0,341867.0,0.0,0.0,0.0,36321.0,362057.0,36321.0,0,0,2,0
0.0,205.4,116.0,1341838.0,54445.0,15.0,22.36,312219.0,13015.0,0.0,0.0,24697.0,0.0,0.0,0.0,349931.0,0.0,0,0,4,0
0.0,114.49,100.0,1633932.0,198963.0,712.0,69.73,251939.0,55561.0,0.0,0.0,0.0,0.0,0.0,0.0,307500.0,0.0,0,0,4,0
0.0,109.0,74.0,1693582.0,203900.0,137.0,220.75,234494.0,121886.0,0.0,0.0,0.0,0.0,0.0,0.0,356380.0,0.0,0,0,4,0
0.0,111.0,111.0,1630457.0,166900.0,95.0,195.92,251787.0,52921.0,4591.0,0.0,0.0,0.0,0.0,0.0,309299.0,0.0,0,0,4,0
0.0,278.0,25.0,636992.0,70827.0,13.0,12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,100.0,130.0,2470674.0,132500.0,74.0,81.63,103873.0,217847.0,0.0,0.0,0.0,0.0,0.0,0.0,321720.0,0.0,0,0,6,0
0.0,115.0,112.0,945623.0,200169.0,63.0,65.73,162604.0,24218.0,0.0,0.0,0.0,0.0,0.0,0.0,186822.0,0.0,0,0,4,0
0.0,102.0,204.0,2025969.0,124940.0,80.0,168.64,151257.0,40291.0,12247.0,0.0,0.0,0.0,0.0,8743.0,203795.0,8743.0,0,0,4,0
0.0,110.5,86.0,1568672.0,154855.0,124.0,118.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,139.94,828.0,2706471.0,159128.0,700.0,52.51,77381.0,1579.0,0.0,309071.0,0.0,0.0,0.0,50955.0,388031.0,50955.0,0,0,2,0
0.0,115.0,132.0,2327567.0,261670.0,580.0,109.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,97.66,1098.0,6351040.0,593632.0,155.0,150.48,424401.0,256046.0,0.0,0.0,0.0,0.0,0.0,0.0,680447.0,0.0,0,3,6,0
0.0,110.0,128.0,1463398.0,273354.0,2719.0,36.87,0.0,212701.0,0.0,0.0,0.0,0.0,0.0,206.0,212701.0,206.0,0,3,0,0
0.0,129.0,55.0,961709.0,2991231.0,2500.0,25.45,0.0,122968.0,0.0,3106.0,0.0,0.0,0.0,87917.0,126074.0,87917.0,0,3,0,0
0.0,98.0,30.0,1413879.0,109535.0,71.0,123.88,211763.0,0.0,0.0,52999.0,0.0,0.0,0.0,50599.0,264762.0,50599.0,0,0,4,0
0.0,110.57,82.0,1779785.0,206008.0,130.0,14.11,231741.0,62339.0,0.0,0.0,0.0,0.0,0.0,0.0,294080.0,0.0,0,0,4,0
0.0,90.99,49.0,2927414.0,516931.0,2769.0,106.03,0.0,152168.0,48138.0,0.0,0.0,0.0,0.0,0.0,200306.0,0.0,0,0,0,0
0.0,97.0,94.0,1525862.0,314766.0,175.0,209.92,261092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261092.0,0.0,0,0,2,0
0.0,90.0,48.0,947215.0,181860.0,164.0,62.1,191613.0,33274.0,0.0,0.0,0.0,0.0,0.0,0.0,224887.0,0.0,0,0,4,0
0.0,93.0,58.0,790507.0,85627.0,41.0,46.8,3080.0,9451.0,0.0,184896.0,0.0,0.0,0.0,0.0,197427.0,0.0,0,0,2,0
0.0,87.0,172.0,2399322.0,241661.0,189.0,262.54,246423.0,100210.0,0.0,0.0,0.0,0.0,0.0,0.0,346633.0,0.0,0,0,4,0
0.0,93.33,70.0,1980707.0,1162453.0,4645.0,326.22,171542.0,178384.0,0.0,0.0,0.0,0.0,0.0,0.0,349926.0,0.0,0,3,0,0
0.0,146.0,134.0,3065897.0,1455245.0,468.0,3248.12,668954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668954.0,0.0,0,3,1,0
0.0,133.0,62.0,1078263.0,637365.0,37.0,1636.83,0.0,51338.0,0.0,277485.0,0.0,0.0,0.0,64418.0,328823.0,64418.0,0,0,1,0
0.0,101.0,64.0,1800333.0,181696.0,1031.0,48.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,117.0,86.0,1173536.0,162466.0,504.0,300.64,101677.0,89947.0,0.0,33659.0,0.0,0.0,0.0,0.0,225283.0,0.0,0,0,4,0
0.0,73.0,4.0,20123.0,92477.0,3.0,1284.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.0,89.0,62.0,992809.0,67938.0,92.0,27.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,83.8,87.0,1102475.0,71917.0,29.0,29.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,88.0,62.0,851462.0,141400.0,51.0,67.9,135498.0,19332.0,0.0,0.0,0.0,0.0,0.0,0.0,154830.0,0.0,0,0,4,0
0.0,88.29,62.0,1044554.0,86987.0,21.0,43.04,220715.0,23485.0,0.0,0.0,0.0,0.0,0.0,87966.0,244200.0,87966.0,0,0,5,0
0.0,91.0,104.0,1481041.0,464887.0,981.0,1746.9,0.0,211703.0,0.0,0.0,0.0,0.0,0.0,0.0,211703.0,0.0,0,0,6,0
0.0,192.0,132.0,602408.0,119648.0,14.0,91.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,76.0,60.0,1072162.0,175883.0,350.0,209.92,62400.0,54300.0,0.0,0.0,0.0,0.0,0.0,63461.0,116700.0,63461.0,0,0,4,0
0.0,94.0,108.0,956320.0,390357.0,470.0,752.28,53158.0,117856.0,0.0,0.0,0.0,0.0,0.0,0.0,171014.0,0.0,0,0,4,0
0.0,131.0,44.0,1421213.0,216306.0,2693.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
0.0,124.05,56.0,1318851.0,95500.0,33.0,47.72,209231.0,22126.0,0.0,0.0,0.0,0.0,0.0,0.0,231357.0,0.0,0,0,4,0
0.0,119.32,64.0,913079.0,73340.0,70.0,44.29,111490.0,28806.0,0.0,0.0,0.0,0.0,0.0,192074.0,140296.0,192074.0,0,0,5,0
0.0,77.95,44.0,1228189.0,198042.0,96.0,134.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,72.0,46.0,1115570.0,202390.0,94.0,262.17,185825.0,25328.0,0.0,0.0,0.0,0.0,0.0,176009.0,211153.0,176009.0,0,0,5,0
0.0,108.0,36.0,1099361.0,80846.0,72.0,91.6,205293.0,24958.0,0.0,0.0,0.0,0.0,0.0,0.0,230251.0,0.0,0,0,4,0
0.0,79.2,100.0,1082770.0,103856.0,442.0,39.93,148508.0,0.0,13162.0,0.0,0.0,0.0,0.0,0.0,161670.0,0.0,0,0,2,0
0.0,115.0,16.0,1269212.0,194009.0,353.0,3248.12,0.0,0.0,0.0,0.0,241888.0,0.0,0.0,0.0,241888.0,0.0,0,0,3,0
0.0,153.5,62.0,1291872.0,198361.0,99.0,89.88,206516.0,39947.0,0.0,0.0,0.0,0.0,0.0,0.0,246463.0,0.0,0,0,4,0
0.0,84.4,136.0,930914.0,127473.0,58.0,84.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,82.92,111.0,1315039.0,112100.0,27.0,52.26,264669.0,18031.0,0.0,0.0,0.0,0.0,0.0,41999.0,282700.0,41999.0,0,0,4,0
0.0,98.0,105.0,1103695.0,65534.0,37.0,33.6,9920.0,190662.0,0.0,0.0,0.0,0.0,0.0,0.0,200582.0,0.0,0,0,6,0
0.0,72.1,60.0,1171652.0,168215.0,440.0,906.64,36072.0,70879.0,0.0,131916.0,0.0,0.0,0.0,0.0,238867.0,0.0,0,0,4,0
0.0,88.99,52.0,1262911.0,118930.0,45.0,112.75,210120.0,24116.0,0.0,0.0,0.0,0.0,0.0,0.0,234236.0,0.0,0,0,4,0
0.0,95.34,64.0,1346943.0,114598.0,56.0,214.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,74.0,66.0,1281192.0,144339.0,92.0,128.87,174923.0,46828.0,0.0,0.0,0.0,0.0,0.0,0.0,221751.0,0.0,0,0,4,0
0.0,73.64,87.0,1292242.0,268805.0,156.0,116.72,192195.0,35369.0,0.0,0.0,10120.0,0.0,0.0,0.0,237684.0,0.0,0,0,4,0
0.0,59.35,44.0,900754.0,102746.0,38.0,2337.89,116760.0,36582.0,0.0,0.0,0.0,0.0,0.0,0.0,153342.0,0.0,0,0,1,0
0.0,103.21,72.0,1156253.0,70036.0,18.0,80.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,69.75,72.0,922230.0,70085.0,27.0,48.2,0.0,0.0,43584.0,0.0,139992.0,0.0,0.0,0.0,183576.0,0.0,0,0,3,0
0.0,69.5,34.0,894936.0,520687.0,31.0,3248.12,221969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221969.0,0.0,0,0,1,0
0.0,69.35,225.0,2229006.0,392258.0,169.0,467.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,80.3,38.0,849020.0,119980.0,44.0,91.85,182598.0,20549.0,0.0,0.0,0.0,0.0,0.0,0.0,203147.0,0.0,0,0,4,0
0.0,126.0,4.0,102132.0,66765.0,111.0,123.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,153.35,56.0,684481.0,78440.0,30.0,50.83,166023.0,2268.0,0.0,0.0,0.0,0.0,0.0,0.0,168291.0,0.0,0,0,2,0
0.0,86.0,114.0,1015190.0,324194.0,305.0,3248.12,21287.0,166575.0,0.0,0.0,0.0,0.0,0.0,0.0,187862.0,0.0,0,0,1,0
0.0,131.5,80.0,787587.0,53855.0,17.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,42.5,39.0,248396.0,50307.0,32.0,108.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,89.0,14.0,609618.0,892714.0,74.0,3248.12,214773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214773.0,0.0,0,0,1,0
0.0,68.5,106.0,912106.0,372155.0,1665.0,221.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,73.0,13.0,1413758.0,9428015.0,10702.0,3248.12,217501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217501.0,0.0,-1,3,0,0
0.0,111.0,36.0,1043075.0,527906.0,250.0,3248.12,293079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293079.0,0.0,0,0,1,0
0.0,86.0,94.0,625828.0,955732.0,247.0,3248.12,0.0,88760.0,0.0,0.0,0.0,0.0,0.0,0.0,88760.0,0.0,0,0,1,0
0.0,79.25,28.0,452573.0,12997.0,11.0,1636.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.0,74.56,93.0,952452.0,175775.0,51.0,79.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,81.0,38.0,662377.0,90852.0,45.0,64.8,48485.0,60362.0,0.0,0.0,0.0,0.0,0.0,0.0,108847.0,0.0,0,0,4,0
0.0,80.03,171.0,1114046.0,99894.0,27.0,56.17,181311.0,36431.0,0.0,0.0,0.0,0.0,93588.0,0.0,217742.0,93588.0,0,0,4,0
0.0,81.33,68.0,1446401.0,140786.0,929.0,55.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,71.0,56.0,1225485.0,168327.0,610.0,0.0,34279.0,97411.0,0.0,39263.0,0.0,0.0,0.0,0.0,170953.0,0.0,0,0,4,0
0.0,106.78,70.0,989558.0,555862.0,2791.0,134.86,0.0,154221.0,0.0,0.0,0.0,0.0,0.0,0.0,154221.0,0.0,0,3,0,0
0.0,113.0,70.0,1249791.0,162152.0,15355.0,49.27,2412.0,194366.0,0.0,0.0,0.0,0.0,0.0,0.0,196778.0,0.0,-1,3,0,0
0.0,54.0,50.0,666245.0,126853.0,67.0,67.2,0.0,36477.0,0.0,36214.0,63375.0,0.0,0.0,105910.0,136066.0,105910.0,0,0,5,0
0.0,98.0,30.0,1019051.0,70200.0,65.0,69.87,140007.0,20632.0,0.0,0.0,0.0,0.0,0.0,0.0,160639.0,0.0,0,0,4,0
0.0,62.27,45.0,1957943.0,534945.0,10185.0,50.43,0.0,258554.0,0.0,0.0,0.0,0.0,0.0,0.0,258554.0,0.0,0,3,0,0
0.0,75.0,132.0,1153763.0,100715.0,33.0,55.77,175564.0,29718.0,0.0,0.0,0.0,0.0,0.0,0.0,205282.0,0.0,0,0,4,0
0.0,60.5,186.0,3590790.0,967201.0,487.0,1294.51,845985.0,93432.0,14777.0,0.0,0.0,0.0,0.0,0.0,954194.0,0.0,0,0,1,0
0.0,54.8,56.0,841212.0,110323.0,44.0,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,56.97,39.0,465640.0,150242.0,73.0,37.0,63495.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,64774.0,0.0,0,0,2,0
0.0,56.05,52.0,1157118.0,158890.0,78.0,86.03,200015.0,18142.0,0.0,0.0,0.0,0.0,0.0,0.0,218157.0,0.0,0,0,4,0
0.0,60.16,46.0,729165.0,64735.0,20.0,30.3,89312.0,17788.0,0.0,0.0,0.0,0.0,0.0,0.0,107100.0,0.0,0,0,4,0
0.0,55.0,141.0,1708375.0,230967.0,117.0,107.78,139881.0,57934.0,0.0,0.0,0.0,0.0,0.0,0.0,197815.0,0.0,0,0,4,0
0.0,63.0,46.0,855996.0,166975.0,368.0,52.31,54253.0,43504.0,0.0,0.0,42510.0,0.0,0.0,0.0,140267.0,0.0,0,0,4,0
0.0,51.0,36.0,613376.0,160366.0,702.0,52.03,88847.0,21726.0,0.0,0.0,0.0,0.0,0.0,0.0,110573.0,0.0,0,0,2,0
0.0,45.69,52.0,1314398.0,136606.0,812.0,0.0,10665.0,122702.0,0.0,35281.0,0.0,0.0,0.0,0.0,168648.0,0.0,0,0,4,0
0.0,56.0,44.0,650859.0,61298.0,26.0,26.48,15036.0,31632.0,0.0,0.0,35085.0,0.0,0.0,0.0,81753.0,0.0,0,0,4,0
0.0,51.4,160.0,1104951.0,141642.0,43.0,463.68,210444.0,9464.0,0.0,0.0,0.0,0.0,0.0,0.0,219908.0,0.0,0,0,2,0
0.0,39.0,54.0,1179483.0,176664.0,90.0,113.66,142415.0,37131.0,0.0,0.0,0.0,0.0,0.0,0.0,179546.0,0.0,0,0,4,0
0.0,53.73,26.0,1001637.0,335864.0,811.0,181.0,0.0,135848.0,258.0,0.0,0.0,0.0,0.0,0.0,136106.0,0.0,0,0,4,0
0.0,51.0,47.0,734311.0,508932.0,222.0,1898.19,156.0,93908.0,0.0,0.0,0.0,0.0,0.0,0.0,94064.0,0.0,0,0,1,0
0.0,58.0,52.0,1134812.0,79727.0,36.0,42.24,156336.0,8830.0,0.0,0.0,0.0,0.0,0.0,65780.0,165166.0,65780.0,0,0,4,0
0.0,78.15,42.0,519487.0,94296.0,153.0,35.35,52303.0,3970.0,0.0,0.0,0.0,0.0,0.0,0.0,56273.0,0.0,0,0,2,0
0.0,47.0,34.0,794307.0,57416.0,27.0,36.81,127628.0,23992.0,0.0,0.0,0.0,0.0,0.0,0.0,151620.0,0.0,0,0,4,0
0.0,49.0,18.0,870080.0,181359.0,683.0,44.09,11.0,99756.0,0.0,0.0,0.0,0.0,0.0,0.0,99767.0,0.0,0,0,4,0
0.0,50.55,36.0,650628.0,204127.0,93.0,3248.12,21033.0,60911.0,0.0,0.0,0.0,0.0,0.0,0.0,81944.0,0.0,0,0,1,0
0.0,48.65,42.0,732465.0,77554.0,26.0,50.83,170151.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,170151.0,86400.0,0,0,5,0
0.0,45.5,38.0,643128.0,73800.0,80.0,519.3,25167.0,24966.0,0.0,19195.0,0.0,0.0,0.0,213262.0,69328.0,213262.0,0,0,5,0
0.0,41.04,4.0,122684.0,21738.0,6.0,1284.83,0.0,0.0,0.0,0.0,0.0,0.0,2268532.0,0.0,0.0,2268532.0,0,0,1,0
0.0,40.0,48.0,765802.0,133568.0,362.0,32.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,55.0,18.0,674809.0,27983.0,17.0,95.94,79003.0,0.0,0.0,0.0,0.0,0.0,0.0,388109.0,79003.0,388109.0,0,0,5,0
0.0,47.0,99.0,572910.0,69608.0,25.0,37.01,5240.0,7274.0,0.0,165175.0,0.0,0.0,0.0,0.0,177689.0,0.0,0,0,2,0
0.0,47.25,129.0,448031.0,106512.0,4049.0,57.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
0.0,38.99,30.0,488871.0,75616.0,17.0,66.51,0.0,1902.0,0.0,158099.0,0.0,0.0,0.0,0.0,160001.0,0.0,0,0,2,0
0.0,46.0,32.0,841455.0,286573.0,176.0,3248.12,288710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288710.0,0.0,0,0,1,0
0.0,53.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,38.0,54.0,739736.0,112933.0,39.0,54.7,128767.0,33903.0,0.0,0.0,0.0,0.0,0.0,0.0,162670.0,0.0,0,0,4,0
0.0,36.6,20.0,433791.0,59614.0,18.0,46.83,12568.0,54703.0,0.0,0.0,0.0,0.0,0.0,0.0,67271.0,0.0,0,0,4,0
0.0,44.0,30.0,1120137.0,331989.0,239.0,431.91,0.0,151557.0,0.0,0.0,0.0,0.0,0.0,0.0,151557.0,0.0,0,0,6,0
0.0,49.82,8.0,446036.0,22565.0,6.0,1294.51,94852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94852.0,0.0,0,0,1,0
0.0,63.0,21.0,621046.0,220740.0,459.0,516.16,3584.0,77067.0,0.0,0.0,0.0,0.0,0.0,0.0,80651.0,0.0,0,0,4,0
0.0,38.75,24.0,401882.0,36323.0,32.0,44.89,20316.0,50352.0,0.0,0.0,0.0,0.0,0.0,0.0,70668.0,0.0,0,0,4,0
0.0,42.39,62.0,586765.0,59604.0,80.0,32.5,12820.0,75970.0,0.0,0.0,0.0,0.0,0.0,0.0,88790.0,0.0,0,0,4,0
0.0,42.0,84.0,1107672.0,78258.0,28.0,62.5,127144.0,21209.0,0.0,0.0,0.0,0.0,0.0,0.0,148353.0,0.0,0,0,4,0
0.0,38.9,48.0,522735.0,60547.0,12.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,34.0,34.0,698828.0,68114.0,48.0,47.74,87388.0,36524.0,0.0,0.0,0.0,0.0,0.0,0.0,123912.0,0.0,0,0,4,0
0.0,41.5,50.0,775937.0,122128.0,53.0,55.03,118857.0,27629.0,0.0,0.0,0.0,0.0,0.0,0.0,146486.0,0.0,0,0,4,0
